"Data","ID_Veiculo","KM Percorridos","ValorAbastecimento","ValorManutencao","CustoFixo","CustoTotal"
"9/1/2019","3005","448","R$ 689.40","R$ 276.13","R$ 1,766.09","R$ 2,731.62"
"9/1/2019","3015","422","R$ 3,107.54","R$ 1,244.68","R$ 8,142.82","R$ 12,495.04"
"9/1/2019","3025","419","R$ 754.67","R$ 274.55","R$ 2,168.43","R$ 3,197.65"
"9/1/2019","3035","1041","R$ 1,568.46","R$ 619.37","R$ 4,727.85","R$ 6,915.68"
"9/1/2019","3045","439","R$ 167.37","R$ 58.52","R$ 412.15","R$ 638.04"
"9/1/2019","3055","289","R$ 366.99","R$ 168.73","R$ 1,367.57","R$ 1,903.29"
"9/1/2019","3065","322","R$ 512.98","R$ 177.60","R$ 1,717.88","R$ 2,408.47"
"9/1/2019","3075","478","R$ 1,259.19","R$ 412.23","R$ 4,049.78","R$ 5,721.21"
"9/1/2019","3085","252","R$ 58.27","R$ 24.12","R$ 127.09","R$ 209.48"
"9/1/2019","3095","654","R$ 450.10","R$ 183.70","R$ 1,264.95","R$ 1,898.75"
"9/1/2019","3105","596","R$ 288.47","R$ 133.83","R$ 898.14","R$ 1,320.43"
"9/1/2019","3115","155","R$ 103.39","R$ 49.92","R$ 387.77","R$ 541.08"
"9/1/2019","3125","717","R$ 1,196.91","R$ 431.18","R$ 2,672.59","R$ 4,300.68"
"9/1/2019","3135","612","R$ 2,106.46","R$ 812.23","R$ 5,287.16","R$ 8,205.86"
"9/1/2019","3145","306","R$ 305.37","R$ 121.73","R$ 647.22","R$ 1,074.32"
"9/1/2019","3155","247","R$ 1,697.25","R$ 611.42","R$ 6,083.15","R$ 8,391.82"
"9/1/2019","3165","471","R$ 288.23","R$ 114.37","R$ 682.67","R$ 1,085.27"
"9/1/2019","3175","529","R$ 676.78","R$ 280.12","R$ 1,541.07","R$ 2,497.98"
"9/1/2019","3185","249","R$ 327.91","R$ 134.46","R$ 927.17","R$ 1,389.53"
"9/1/2019","3195","577","R$ 772.46","R$ 299.29","R$ 1,890.25","R$ 2,962.00"
"9/1/2019","3205","625","R$ 2,759.17","R$ 1,229.17","R$ 6,404.57","R$ 10,392.91"
"9/1/2019","3215","645","R$ 1,015.76","R$ 378.66","R$ 3,386.50","R$ 4,780.93"
"9/1/2019","3225","500","R$ 1,178.56","R$ 508.53","R$ 3,175.38","R$ 4,862.47"
"9/1/2019","3235","381","R$ 475.88","R$ 174.84","R$ 1,697.38","R$ 2,348.10"
"9/1/2019","3245","481","R$ 731.63","R$ 287.55","R$ 2,032.62","R$ 3,051.79"
"9/1/2019","3255","435","R$ 1,151.35","R$ 374.99","R$ 3,606.45","R$ 5,132.79"
"9/1/2019","3265","397","R$ 59.43","R$ 20.48","R$ 121.81","R$ 201.72"
"9/1/2019","3275","259","R$ 1,371.45","R$ 665.16","R$ 4,294.44","R$ 6,331.05"
"9/1/2019","3285","489","R$ 557.38","R$ 207.78","R$ 1,742.08","R$ 2,507.25"
"9/1/2019","3295","344","R$ 714.94","R$ 265.23","R$ 2,188.28","R$ 3,168.45"
"9/1/2019","3305","402","R$ 763.51","R$ 284.63","R$ 1,641.63","R$ 2,689.78"
"9/1/2019","3315","580","R$ 704.81","R$ 258.94","R$ 1,617.57","R$ 2,581.32"
"9/1/2019","3325","151","R$ 319.65","R$ 120.91","R$ 1,149.79","R$ 1,590.34"
"9/1/2019","3335","484","R$ 439.54","R$ 207.58","R$ 1,283.28","R$ 1,930.40"
"9/1/2019","3345","375","R$ 417.28","R$ 189.28","R$ 1,031.21","R$ 1,637.78"
"9/1/2019","3355","235","R$ 749.50","R$ 294.57","R$ 1,935.08","R$ 2,979.15"
"9/1/2019","3365","537","R$ 99.59","R$ 44.57","R$ 362.22","R$ 506.39"
"9/1/2019","3375","380","R$ 78.48","R$ 32.79","R$ 290.96","R$ 402.23"
"9/1/2019","3385","410","R$ 426.06","R$ 205.73","R$ 1,175.73","R$ 1,807.53"
"9/1/2019","3395","359","R$ 1,128.55","R$ 392.66","R$ 3,843.01","R$ 5,364.22"
"9/1/2019","3405","297","R$ 1,502.69","R$ 530.72","R$ 5,328.02","R$ 7,361.43"
"9/1/2019","3415","543","R$ 247.19","R$ 94.86","R$ 897.63","R$ 1,239.68"
"9/1/2019","3425","410","R$ 172.84","R$ 60.74","R$ 467.04","R$ 700.62"
"9/1/2019","3435","343","R$ 499.44","R$ 191.66","R$ 1,410.18","R$ 2,101.28"
"9/1/2019","3445","354","R$ 252.05","R$ 100.48","R$ 827.74","R$ 1,180.28"
"9/1/2019","3455","411","R$ 430.35","R$ 146.75","R$ 1,033.77","R$ 1,610.88"
"9/1/2019","3465","372","R$ 112.22","R$ 50.67","R$ 284.32","R$ 447.21"
"9/1/2019","3475","631","R$ 643.49","R$ 291.90","R$ 1,802.97","R$ 2,738.35"
"9/1/2019","3485","406","R$ 2,280.31","R$ 983.91","R$ 5,899.32","R$ 9,163.55"
"9/1/2019","3495","567","R$ 358.86","R$ 175.60","R$ 1,416.64","R$ 1,951.10"
"9/1/2019","3505","863","R$ 3,364.10","R$ 1,347.45","R$ 7,294.71","R$ 12,006.26"
"9/1/2019","3515","598","R$ 3,347.51","R$ 1,580.95","R$ 12,851.15","R$ 17,779.61"
"9/1/2019","3525","434","R$ 119.45","R$ 52.72","R$ 337.84","R$ 510.02"
"9/1/2019","3535","166","R$ 670.45","R$ 271.08","R$ 2,409.84","R$ 3,351.37"
"9/1/2019","3545","280","R$ 95.10","R$ 32.75","R$ 224.02","R$ 351.88"
"9/1/2019","3555","74","R$ 51.16","R$ 17.62","R$ 148.98","R$ 217.76"
"9/1/2019","3565","732","R$ 1,318.50","R$ 566.30","R$ 4,683.65","R$ 6,568.45"
"9/1/2019","3575","370","R$ 40.05","R$ 18.91","R$ 121.93","R$ 180.90"
"9/1/2019","3585","134","R$ 350.52","R$ 144.41","R$ 909.86","R$ 1,404.79"
"9/1/2019","3595","65","R$ 112.42","R$ 41.91","R$ 294.99","R$ 449.31"
"9/1/2019","3605","646","R$ 272.07","R$ 100.94","R$ 840.91","R$ 1,213.92"
"9/1/2019","3615","184","R$ 13,969.87","R$ 6,745.57","R$ 34,049.76","R$ 54,765.20"
"9/1/2019","3625","319","R$ 309.19","R$ 104.91","R$ 984.05","R$ 1,398.15"
"9/1/2019","3635","364","R$ 158.13","R$ 51.24","R$ 470.90","R$ 680.27"
"9/1/2019","3645","268","R$ 259.62","R$ 98.20","R$ 747.30","R$ 1,105.11"
"9/1/2019","3655","249","R$ 72.77","R$ 26.73","R$ 151.84","R$ 251.34"
"9/1/2019","3665","517","R$ 488.12","R$ 196.44","R$ 1,353.26","R$ 2,037.81"
"9/1/2019","3675","235","R$ 52.37","R$ 19.53","R$ 121.23","R$ 193.12"
"9/1/2019","3685","82","R$ 122.68","R$ 45.96","R$ 310.89","R$ 479.53"
"9/1/2019","3695","375","R$ 762.39","R$ 368.13","R$ 1,818.34","R$ 2,948.86"
"9/1/2019","3705","315","R$ 210.64","R$ 103.06","R$ 498.21","R$ 811.90"
"9/1/2019","3715","405","R$ 133.41","R$ 57.56","R$ 376.30","R$ 567.28"
"9/1/2019","3725","223","R$ 124.93","R$ 46.58","R$ 323.36","R$ 494.86"
"9/1/2019","3735","378","R$ 241.81","R$ 113.19","R$ 568.17","R$ 923.17"
"9/1/2019","3745","232","R$ 121.81","R$ 39.47","R$ 265.41","R$ 426.69"
"9/1/2019","3755","441","R$ 149.96","R$ 53.49","R$ 434.66","R$ 638.11"
"9/1/2019","3765","153","R$ 149.64","R$ 49.75","R$ 396.44","R$ 595.83"
"9/1/2019","3775","296","R$ 54.55","R$ 22.17","R$ 138.48","R$ 215.19"
"9/1/2019","3785","205","R$ 46.68","R$ 19.41","R$ 153.77","R$ 219.86"
"9/1/2019","3795","378","R$ 987.74","R$ 464.42","R$ 2,334.43","R$ 3,786.59"
"9/1/2019","3805","269","R$ 293.48","R$ 122.61","R$ 772.08","R$ 1,188.16"
"9/1/2019","3815","111","R$ 55.32","R$ 18.02","R$ 191.89","R$ 265.23"
"9/1/2019","3825","319","R$ 314.79","R$ 108.98","R$ 719.92","R$ 1,143.69"
"9/1/2019","3835","279","R$ 176.00","R$ 83.11","R$ 553.90","R$ 813.01"
"9/1/2019","3845","230","R$ 52.18","R$ 22.31","R$ 155.95","R$ 230.45"
"9/1/2019","3855","479","R$ 609.34","R$ 294.22","R$ 1,531.31","R$ 2,434.87"
"9/1/2019","3865","124","R$ 65.83","R$ 22.79","R$ 170.71","R$ 259.33"
"9/1/2019","3875","307","R$ 175.81","R$ 59.65","R$ 449.31","R$ 684.76"
"9/1/2019","3885","506","R$ 377.91","R$ 175.33","R$ 1,246.55","R$ 1,799.79"
"9/1/2019","3895","523","R$ 117.72","R$ 40.96","R$ 314.31","R$ 472.99"
"9/1/2019","3905","312","R$ 110.12","R$ 43.68","R$ 366.54","R$ 520.34"
"9/1/2019","3915","145","R$ 218.61","R$ 94.76","R$ 574.08","R$ 887.45"
"9/1/2019","3925","286","R$ 1,219.30","R$ 422.12","R$ 2,800.85","R$ 4,442.27"
"9/1/2019","3935","88","R$ 173.40","R$ 59.43","R$ 454.70","R$ 687.53"
"9/1/2019","3945","120","R$ 105.74","R$ 48.63","R$ 260.22","R$ 414.59"
"9/1/2019","3955","94","R$ 40.34","R$ 19.14","R$ 120.75","R$ 180.23"
"9/1/2019","3965","215","R$ 39.03","R$ 17.95","R$ 138.95","R$ 195.94"
"9/1/2019","3975","246","R$ 41.51","R$ 15.32","R$ 98.38","R$ 155.22"
"9/1/2019","3985","420","R$ 110.03","R$ 42.42","R$ 245.19","R$ 397.64"
"9/1/2019","3995","103","R$ 10.69","R$ 5.23","R$ 26.41","R$ 42.33"
"9/1/2019","4005","446","R$ 349.42","R$ 140.62","R$ 1,111.86","R$ 1,601.90"
"9/1/2019","4015","291","R$ 939.20","R$ 318.67","R$ 3,192.67","R$ 4,450.54"
"9/1/2019","4025","284","R$ 2,974.72","R$ 1,092.87","R$ 7,880.69","R$ 11,948.28"
"9/1/2019","4035","540","R$ 826.49","R$ 346.89","R$ 2,237.68","R$ 3,411.06"
"9/1/2019","4045","326","R$ 1,100.01","R$ 503.49","R$ 2,467.90","R$ 4,071.40"
"9/1/2019","4055","300","R$ 46.83","R$ 19.75","R$ 123.58","R$ 190.16"
"9/1/2019","4065","345","R$ 216.71","R$ 84.77","R$ 548.72","R$ 850.21"
"9/1/2019","4075","202","R$ 158.72","R$ 56.89","R$ 368.14","R$ 583.75"
"9/1/2019","4085","649","R$ 2,448.83","R$ 890.90","R$ 5,250.97","R$ 8,590.70"
"9/1/2019","4095","69","R$ 60.44","R$ 25.24","R$ 207.46","R$ 293.13"
"9/1/2019","4105","214","R$ 30.42","R$ 14.63","R$ 86.54","R$ 131.60"
"9/1/2019","4115","172","R$ 173.48","R$ 66.57","R$ 440.69","R$ 680.74"
"9/1/2019","4125","212","R$ 2,469.10","R$ 1,099.94","R$ 5,882.47","R$ 9,451.51"
"9/1/2019","4135","59","R$ 108.61","R$ 53.15","R$ 262.52","R$ 424.28"
"9/1/2019","4145","243","R$ 95.53","R$ 38.25","R$ 311.05","R$ 444.83"
"9/1/2019","4155","446","R$ 321.18","R$ 122.66","R$ 884.72","R$ 1,328.57"
"9/1/2019","4165","261","R$ 20.78","R$ 9.05","R$ 58.00","R$ 87.83"
"9/1/2019","4175","494","R$ 321.06","R$ 126.18","R$ 704.19","R$ 1,151.42"
"9/1/2019","4185","207","R$ 58.67","R$ 21.87","R$ 173.01","R$ 253.54"
"9/1/2019","4195","460","R$ 1,441.67","R$ 494.11","R$ 2,937.83","R$ 4,873.61"
"9/1/2019","4205","431","R$ 34.86","R$ 15.24","R$ 109.55","R$ 159.66"
"9/1/2019","4215","416","R$ 171.98","R$ 79.43","R$ 512.47","R$ 763.88"
"9/1/2019","4225","68","R$ 50.98","R$ 17.29","R$ 167.22","R$ 235.49"
"9/1/2019","4235","133","R$ 17.85","R$ 6.56","R$ 48.62","R$ 73.03"
"9/1/2019","4245","358","R$ 1,070.51","R$ 494.42","R$ 3,508.58","R$ 5,073.50"
"9/1/2019","4255","194","R$ 71.45","R$ 30.69","R$ 248.73","R$ 350.87"
"9/1/2019","4265","271","R$ 89.86","R$ 31.90","R$ 234.69","R$ 356.45"
"9/1/2019","4275","190","R$ 6,074.70","R$ 2,113.60","R$ 13,087.81","R$ 21,276.11"
"9/1/2019","4285","226","R$ 52.23","R$ 20.14","R$ 116.90","R$ 189.27"
"9/1/2019","4295","419","R$ 303.53","R$ 145.27","R$ 688.40","R$ 1,137.20"
"9/1/2019","4305","85","R$ 61.98","R$ 26.74","R$ 135.82","R$ 224.54"
"9/1/2019","4315","314","R$ 296.10","R$ 110.38","R$ 682.41","R$ 1,088.88"
"9/1/2019","4325","1053","R$ 387.02","R$ 124.76","R$ 1,003.00","R$ 1,514.78"
"9/1/2019","4335","573","R$ 578.22","R$ 189.30","R$ 1,859.66","R$ 2,627.19"
"9/1/2019","4345","896","R$ 1,082.99","R$ 460.88","R$ 3,439.05","R$ 4,982.92"
"9/1/2019","4355","1192","R$ 2,685.90","R$ 1,137.77","R$ 6,578.10","R$ 10,401.78"
"9/1/2019","4365","590","R$ 92.68","R$ 30.33","R$ 332.23","R$ 455.24"
"9/1/2019","4375","1704","R$ 2,435.84","R$ 868.87","R$ 7,026.57","R$ 10,331.27"
"9/1/2019","4385","808","R$ 71.79","R$ 30.27","R$ 257.45","R$ 359.51"
"9/1/2019","4395","502","R$ 969.44","R$ 414.48","R$ 2,478.38","R$ 3,862.30"
"9/1/2019","4405","993","R$ 4,383.70","R$ 2,079.56","R$ 15,534.33","R$ 21,997.59"
"9/1/2019","4415","379","R$ 438.74","R$ 209.99","R$ 1,310.99","R$ 1,959.72"
"9/1/2019","4425","393","R$ 227.26","R$ 87.63","R$ 809.39","R$ 1,124.27"
"9/1/2019","4435","1006","R$ 1,529.53","R$ 706.40","R$ 5,592.55","R$ 7,828.49"
"9/1/2019","4445","864","R$ 526.41","R$ 233.45","R$ 1,710.55","R$ 2,470.41"
"9/1/2019","4455","500","R$ 1,121.90","R$ 502.06","R$ 2,676.86","R$ 4,300.82"
"9/1/2019","4465","473","R$ 124.94","R$ 42.62","R$ 255.38","R$ 422.94"
"9/1/2019","4475","360","R$ 537.40","R$ 178.66","R$ 1,471.08","R$ 2,187.15"
"9/1/2019","4485","593","R$ 1,027.53","R$ 348.63","R$ 2,775.70","R$ 4,151.86"
"9/1/2019","4495","1164","R$ 3,288.20","R$ 1,082.05","R$ 7,131.36","R$ 11,501.61"
"9/1/2019","4505","1419","R$ 1,673.22","R$ 682.91","R$ 4,409.83","R$ 6,765.97"
"9/1/2019","4515","634","R$ 1,773.33","R$ 804.40","R$ 4,945.88","R$ 7,523.62"
"9/1/2019","4525","488","R$ 1,781.00","R$ 589.08","R$ 4,131.32","R$ 6,501.41"
"9/1/2019","4535","1006","R$ 892.41","R$ 302.78","R$ 2,912.34","R$ 4,107.52"
"9/1/2019","4545","487","R$ 1,487.76","R$ 633.15","R$ 3,462.27","R$ 5,583.18"
"9/1/2019","4555","237","R$ 78.99","R$ 35.36","R$ 182.04","R$ 296.39"
"9/1/2019","4565","209","R$ 270.09","R$ 125.31","R$ 979.06","R$ 1,374.45"
"9/1/2019","4575","1497","R$ 2,310.12","R$ 760.18","R$ 7,828.96","R$ 10,899.26"
"9/1/2019","4585","851","R$ 965.74","R$ 384.98","R$ 3,474.19","R$ 4,824.91"
"9/1/2019","4595","252","R$ 196.12","R$ 93.46","R$ 566.49","R$ 856.07"
"9/1/2019","4605","498","R$ 621.14","R$ 212.89","R$ 1,738.76","R$ 2,572.79"
"9/1/2019","4615","383","R$ 3,813.54","R$ 1,683.50","R$ 9,177.93","R$ 14,674.96"
"9/1/2019","4625","1955","R$ 273.31","R$ 94.62","R$ 948.83","R$ 1,316.76"
"9/1/2019","4635","163","R$ 730.26","R$ 344.89","R$ 1,789.70","R$ 2,864.85"
"9/1/2019","4645","357","R$ 214.01","R$ 92.77","R$ 750.96","R$ 1,057.74"
"9/1/2019","4655","690","R$ 1,018.48","R$ 363.30","R$ 2,938.01","R$ 4,319.79"
"9/1/2019","4665","621","R$ 8,081.78","R$ 3,551.52","R$ 21,221.64","R$ 32,854.94"
"9/1/2019","4675","294","R$ 229.97","R$ 109.09","R$ 835.71","R$ 1,174.78"
"9/1/2019","4685","931","R$ 611.24","R$ 204.26","R$ 1,675.53","R$ 2,491.04"
"9/1/2019","4695","1062","R$ 1,738.83","R$ 654.53","R$ 6,514.43","R$ 8,907.79"
"9/1/2019","4705","562","R$ 115.08","R$ 37.09","R$ 246.08","R$ 398.26"
"9/1/2019","4715","641","R$ 644.83","R$ 280.78","R$ 1,893.30","R$ 2,818.91"
"9/1/2019","4725","716","R$ 2,126.03","R$ 815.85","R$ 4,435.97","R$ 7,377.84"
"9/1/2019","4735","302","R$ 828.52","R$ 274.04","R$ 2,468.46","R$ 3,571.01"
"9/1/2019","4745","1054","R$ 395.56","R$ 148.18","R$ 1,294.40","R$ 1,838.14"
"9/1/2019","4755","659","R$ 662.17","R$ 235.03","R$ 1,721.30","R$ 2,618.50"
"9/1/2019","4765","512","R$ 1,891.64","R$ 793.94","R$ 6,098.25","R$ 8,783.83"
"9/1/2019","4775","689","R$ 364.88","R$ 139.36","R$ 959.90","R$ 1,464.14"
"9/1/2019","4785","1607","R$ 2,707.90","R$ 1,136.53","R$ 8,044.98","R$ 11,889.41"
"9/1/2019","4795","792","R$ 325.11","R$ 146.80","R$ 926.37","R$ 1,398.28"
"9/1/2019","4805","1254","R$ 502.67","R$ 206.11","R$ 1,156.20","R$ 1,864.98"
"9/1/2019","4815","425","R$ 1,114.51","R$ 459.14","R$ 3,339.02","R$ 4,912.68"
"9/1/2019","4825","890","R$ 2,164.52","R$ 818.72","R$ 7,471.05","R$ 10,454.28"
"9/1/2019","4835","1007","R$ 1,879.63","R$ 799.91","R$ 4,374.22","R$ 7,053.76"
"9/1/2019","4845","414","R$ 499.79","R$ 169.58","R$ 1,463.45","R$ 2,132.82"
"9/1/2019","4855","2981","R$ 2,146.08","R$ 1,031.70","R$ 4,854.04","R$ 8,031.83"
"9/1/2019","4865","426","R$ 76.22","R$ 31.11","R$ 234.31","R$ 341.63"
"9/1/2019","4875","844","R$ 2,555.00","R$ 902.37","R$ 8,603.54","R$ 12,060.91"
"9/1/2019","4885","988","R$ 960.67","R$ 372.20","R$ 2,620.86","R$ 3,953.74"
"9/1/2019","4895","181","R$ 122.84","R$ 51.81","R$ 431.67","R$ 606.33"
"9/1/2019","4905","452","R$ 159.66","R$ 66.07","R$ 459.11","R$ 684.84"
"9/1/2019","4915","828","R$ 2,005.14","R$ 818.38","R$ 4,769.26","R$ 7,592.78"
"9/1/2019","4925","1317","R$ 2,583.01","R$ 981.75","R$ 6,369.58","R$ 9,934.33"
"9/1/2019","4935","560","R$ 2,124.63","R$ 706.34","R$ 4,349.54","R$ 7,180.51"
"9/1/2019","4945","848","R$ 1,785.84","R$ 688.61","R$ 6,667.06","R$ 9,141.51"
"9/1/2019","4955","432","R$ 1,197.60","R$ 498.01","R$ 2,560.64","R$ 4,256.24"
"9/1/2019","4965","733","R$ 2,000.18","R$ 760.23","R$ 4,535.80","R$ 7,296.21"
"9/1/2019","4975","377","R$ 200.30","R$ 71.10","R$ 459.27","R$ 730.67"
"9/1/2019","4985","608","R$ 426.18","R$ 183.89","R$ 925.94","R$ 1,536.01"
"9/1/2019","4995","413","R$ 197.07","R$ 77.09","R$ 483.62","R$ 757.78"
"9/1/2019","5005","1061","R$ 4,079.76","R$ 1,961.27","R$ 14,818.43","R$ 20,859.46"
"9/1/2019","5015","645","R$ 5,700.90","R$ 1,973.62","R$ 13,037.92","R$ 20,712.43"
"9/1/2019","5025","562","R$ 403.89","R$ 151.29","R$ 908.04","R$ 1,463.22"
"9/1/2019","5035","573","R$ 672.31","R$ 328.97","R$ 2,204.45","R$ 3,205.74"
"9/1/2019","5045","64","R$ 51.70","R$ 20.61","R$ 168.92","R$ 241.23"
"9/1/2019","5055","461","R$ 283.16","R$ 134.93","R$ 666.49","R$ 1,084.59"
"9/1/2019","5065","678","R$ 1,557.91","R$ 681.51","R$ 6,080.59","R$ 8,320.02"
"9/1/2019","5075","1001","R$ 402.77","R$ 135.27","R$ 1,228.68","R$ 1,766.73"
"9/1/2019","5085","207","R$ 163.33","R$ 67.91","R$ 449.06","R$ 680.30"
"9/1/2019","5095","813","R$ 1,936.18","R$ 850.85","R$ 4,304.36","R$ 7,091.40"
"9/1/2019","5105","1282","R$ 12,580.69","R$ 5,255.78","R$ 32,947.77","R$ 50,784.24"
"9/1/2019","5115","849","R$ 1,118.38","R$ 473.76","R$ 4,036.97","R$ 5,629.11"
"9/1/2019","5135","117","R$ 63.53","R$ 20.58","R$ 188.26","R$ 272.38"
"9/1/2019","5145","58","R$ 25.77","R$ 9.89","R$ 70.42","R$ 106.08"
"9/1/2019","5155","117","R$ 47.87","R$ 19.18","R$ 145.62","R$ 212.67"
"9/1/2019","5165","175","R$ 582.62","R$ 253.70","R$ 2,154.73","R$ 2,991.05"
"9/1/2019","5175","58","R$ 1,796.23","R$ 818.48","R$ 4,860.08","R$ 7,474.79"
"9/1/2019","5185","117","R$ 164.59","R$ 69.71","R$ 509.43","R$ 743.73"
"9/1/2019","5215","117","R$ 226.17","R$ 75.57","R$ 530.75","R$ 832.48"
"9/1/2019","5225","175","R$ 158.77","R$ 65.10","R$ 432.63","R$ 656.49"
"9/1/2019","5245","58","R$ 6.24","R$ 2.33","R$ 23.30","R$ 31.86"
"9/1/2019","5255","58","R$ 259.50","R$ 125.30","R$ 712.86","R$ 1,097.66"
"9/1/2019","5265","58","R$ 638.93","R$ 207.03","R$ 2,018.74","R$ 2,864.70"
"9/1/2019","5285","58","R$ 85.93","R$ 30.35","R$ 215.11","R$ 331.39"
"9/1/2019","5295","117","R$ 355.72","R$ 173.29","R$ 1,126.21","R$ 1,655.22"
"9/1/2019","5305","117","R$ 356.91","R$ 138.93","R$ 1,229.81","R$ 1,725.65"
"9/1/2019","5315","58","R$ 226.47","R$ 103.65","R$ 610.91","R$ 941.04"
"9/1/2019","5355","58","R$ 16.95","R$ 5.63","R$ 50.33","R$ 72.91"
"9/1/2019","5365","58","R$ 0.46","R$ 0.16","R$ 1.29","R$ 1.92"
"9/1/2019","5395","58","R$ 366.04","R$ 172.10","R$ 1,403.10","R$ 1,941.25"
"9/1/2019","5415","175","R$ 124.98","R$ 43.71","R$ 323.54","R$ 492.22"
"9/1/2019","5425","233","R$ 492.24","R$ 167.01","R$ 1,048.69","R$ 1,707.93"
"9/1/2019","5435","117","R$ 43.76","R$ 16.00","R$ 161.70","R$ 221.46"
"9/1/2019","5455","117","R$ 11.23","R$ 4.36","R$ 37.32","R$ 52.91"
"9/1/2019","5465","117","R$ 5,407.17","R$ 2,576.48","R$ 14,587.47","R$ 22,571.12"
"9/1/2019","5485","117","R$ 22.61","R$ 7.87","R$ 66.64","R$ 97.11"
"9/1/2019","5505","58","R$ 71.81","R$ 32.14","R$ 275.02","R$ 378.97"
"9/1/2019","5515","58","R$ 538.82","R$ 205.78","R$ 1,312.91","R$ 2,057.50"
"9/1/2019","5525","117","R$ 38.56","R$ 17.57","R$ 109.20","R$ 165.33"
"9/1/2019","5535","58","R$ 381.77","R$ 160.22","R$ 1,161.47","R$ 1,703.47"
"9/1/2019","5545","58","R$ 36.09","R$ 16.67","R$ 111.67","R$ 164.43"
"9/1/2019","5555","175","R$ 90.73","R$ 29.70","R$ 323.54","R$ 443.97"
"9/1/2019","5565","117","R$ 78.82","R$ 32.93","R$ 252.50","R$ 364.25"
"9/1/2019","5585","117","R$ 28.11","R$ 11.16","R$ 84.06","R$ 123.32"
"9/1/2019","5595","117","R$ 131.25","R$ 63.65","R$ 333.26","R$ 528.17"
"9/1/2019","5605","117","R$ 379.56","R$ 126.18","R$ 969.17","R$ 1,474.90"
"9/1/2019","5615","117","R$ 295.59","R$ 108.07","R$ 631.99","R$ 1,035.65"
"9/1/2019","5625","58","R$ 9.13","R$ 3.12","R$ 19.59","R$ 31.85"
"9/1/2019","5635","58","R$ 0.25","R$ 0.10","R$ 0.85","R$ 1.20"
"9/1/2019","5645","58","R$ 24.32","R$ 9.30","R$ 57.98","R$ 91.60"
"9/1/2019","5675","175","R$ 149.22","R$ 55.62","R$ 364.24","R$ 569.08"
"9/1/2019","5715","175","R$ 60.86","R$ 28.36","R$ 195.30","R$ 284.52"
"9/1/2019","5725","58","R$ 25.47","R$ 9.18","R$ 65.00","R$ 99.66"
"9/1/2019","5735","175","R$ 65.02","R$ 22.39","R$ 137.87","R$ 225.28"
"9/1/2019","5745","58","R$ 58.85","R$ 23.24","R$ 146.77","R$ 228.86"
"9/1/2019","5755","117","R$ 85.63","R$ 38.66","R$ 189.60","R$ 313.89"
"9/1/2019","5775","117","R$ 27.54","R$ 9.54","R$ 99.14","R$ 136.22"
"9/1/2019","5805","117","R$ 74.97","R$ 35.89","R$ 251.16","R$ 362.01"
"9/1/2019","5825","58","R$ 0.58","R$ 0.24","R$ 2.25","R$ 3.08"
"9/1/2019","5835","58","R$ 0.28","R$ 0.09","R$ 0.63","R$ 0.99"
"9/1/2019","5845","58","R$ 0.53","R$ 0.24","R$ 1.40","R$ 2.17"
"9/1/2019","5855","175","R$ 432.75","R$ 192.79","R$ 1,516.72","R$ 2,142.25"
"9/1/2019","5865","58","R$ 1.00","R$ 0.43","R$ 2.44","R$ 3.87"
"9/1/2019","5875","117","R$ 86.78","R$ 40.08","R$ 210.14","R$ 336.99"
"9/1/2019","5885","117","R$ 151.32","R$ 63.52","R$ 550.30","R$ 765.14"
"9/1/2019","5895","58","R$ 29.34","R$ 12.49","R$ 79.77","R$ 121.60"
"9/1/2019","5915","58","R$ 47.87","R$ 21.04","R$ 133.34","R$ 202.25"
"9/1/2019","5935","175","R$ 79.43","R$ 28.61","R$ 286.19","R$ 394.24"
"9/1/2019","5945","117","R$ 39.51","R$ 13.75","R$ 105.98","R$ 159.24"
"9/1/2019","5955","58","R$ 2.59","R$ 1.16","R$ 8.06","R$ 11.81"
"9/1/2019","5965","58","R$ 20.69","R$ 9.73","R$ 68.56","R$ 98.98"
"9/1/2019","5975","58","R$ 681.81","R$ 274.39","R$ 2,180.17","R$ 3,136.38"
"9/1/2019","5985","58","R$ 1.15","R$ 0.57","R$ 2.60","R$ 4.32"
"9/1/2019","5995","58","R$ 101.61","R$ 44.05","R$ 387.18","R$ 532.84"
"9/1/2019","6055","117","R$ 127.00","R$ 59.46","R$ 414.11","R$ 600.57"
"9/1/2019","6075","117","R$ 255.98","R$ 88.17","R$ 678.39","R$ 1,022.54"
"9/1/2019","6085","102","R$ 7.24","R$ 2.42","R$ 14.84","R$ 24.50"
"9/1/2019","6095","58","R$ 291.35","R$ 127.46","R$ 681.08","R$ 1,099.88"
"9/1/2019","6105","233","R$ 512.82","R$ 196.80","R$ 1,332.63","R$ 2,042.25"
"9/1/2019","6115","245","R$ 12,866.40","R$ 6,103.58","R$ 32,708.65","R$ 51,678.63"
"9/1/2019","6125","292","R$ 509.96","R$ 202.33","R$ 1,202.51","R$ 1,914.81"
"9/1/2019","6135","486","R$ 431.60","R$ 150.17","R$ 1,500.35","R$ 2,082.12"
"9/1/2019","6145","233","R$ 2,252.53","R$ 885.29","R$ 7,823.77","R$ 10,961.60"
"9/1/2019","6155","336","R$ 395.42","R$ 135.52","R$ 866.99","R$ 1,397.93"
"9/1/2019","6165","154","R$ 522.43","R$ 196.65","R$ 1,097.86","R$ 1,816.94"
"9/1/2019","6175","303","R$ 242.68","R$ 105.68","R$ 680.24","R$ 1,028.60"
